Name,Country,Rating,Pos_Review,Neg_Review
Olivier,Pháp,10.0,"Très bon emplacement, rue calme 
Personnel efficace et agréable 
Chambre et salle de bain de belle taille, moderne, literie confortable 
Petit déjeuner très bien",
Andy,Hà Lan,3.0,Het was schoon.,"Het uitzicht, het personeel, de sfeer en het ontbijt (in een ander gebouw). Ik had voor 4 dagen betaald, maar ben na 2 nachten naar een ander hotel gegaan."
Jeremias,Thụy Sỹ,10.0,Schönes modernes Hotel mit guter Klimaanlage. Die Lage ist sehr zentral.,Frühstück noch etwas Verbesserungspotential aber schon ziemlich gut.
Yeaeun,Hàn Quốc,10.0,직원이 매우 친절,
Francis,Pháp,10.0,"L'emplacement idéal pour visiter la ville, la chambre spacieuses calme, propre et très bien équipée",Le petit-déjeuner peu de choix mais bon
Noriko,Nhật Bản,6.0,立地と親切なスタッフ,窓から外が全くみえず、暗かった
Haeseong,Hàn Quốc,10.0,"너무 깨끗하고 친절하고 위치도 너무 좋습니다 :D
웰컴 티를 주는데 너무 맛있고 시원해요!!",없습니다.
Frank,Đức,10.0,"Frühstück war gut . Die Lage perfekt . Großes Bad , Bett komfortabel . Personal höfflich und  hilfreich. .",
Manon,Đức,10.0,"Ich war dieses Jahr zweimal im E-Hotel und war sehr begeistert. Das Personal ist so freundlich, herzlich und hilfsbereit. Ich habe mich sehr gefreut, beim 2. Mal wieder dort einzuchecken. Außerdem ist die Lage super zentral und trotzdem ruhig. Ich kann das Hotel wirklich sehr empfehlen!",
Arieh,Israel,10.0,טובה מאוד,
Bianca,Hà Lan,10.0,"Alles, centraal gelegen en hele vriendelijke mensen",Ontbijt was druk
Toshihiro,Nhật Bản,10.0,スタッフ対応,
Rocio,Tây Ban Nha,10.0,"Muy buena ubicación, nos daba a la calle y no se escuchaba absolutamente nada, fenomenal insonorizado. Camas súper cómodas, limpio, personal atento, simpático y encantadores. Recomiendo 100%",Nada
Jaehwan,Việt Nam,10.0,시설이좋고 청결하다,없다
沛緹,Đài Loan,10.0,"地點真的很棒！去哪裡都很方便
附近有超商。半夜還可以下樓買
叫外送也很方便！
晚上還會有警衛在外面顧
安全100分！
下次再去越南還會選擇這裡❤️
真的是太喜歡了！",No
Jaehee,Hàn Quốc,10.0,직원들이 친절하고 시설도 너무 좋았음,없음
Claudia,Tây Ban Nha,10.0,"Ubicación excepcional, personal muy amable, todo limpísimo. Repetiría!",Que hacer la laundry tenía un precio escandaloso… demasiado caro en mi opinión.
Lin,Đài Loan,6.0,價格不算貴，位置優越，房間與照片落差不大,服務項目中有一樣設定我認為是好的但卻沒有做到，也就是客房打掃這個功能，飯店有提供以按鈕亮燈的方式告知服務人員是否有人在內或是需要服務的，但是當我於下午一點左右按下客房打掃的燈後，一直到晚上十點都沒有人清潔。第一，如果這項服務有時間限定是否要先提前告知顧客？因為我是完全沒有被告知這項服務是有時間限定的。第二，如果是飯店清掃人員忘記或是沒注意，是否要進行改善？
Valérie,Pháp,10.0,"Hôtel de belle qualité. Chambre spacieuse avec une literie très confortable et une vue splendide sur toute la ville.
A recommander",
Yousra,Pháp,10.0,"l’emplacement de l’hotel, le personnel tres accueillant et très aidant , la propreté des locaux",rien
Dominique,Pháp,10.0,"Hôtel très moderne et très propre.
Grande chambre agréable et salle de bain spacieuse.
L'hôtel est partagé en 2 immeubles semblables, à 20m d'intervalle.
Il y a un possibilité de petit déjeuner avec un supplément de 130.000 dongs (5€) .Il est excellent.
Tout le personnel est très serviable.
Le quartier est relativement calme et à distance de marche de quelques sites touristiques.
Un conseil, utilisez Grab pour tous vos déplacements : un service rapide à petit prix",Rien
Lennart,Thái Lan,10.0,Sehr sauber,
Stephanie,Đức,10.0,"Absolut freundliches Personal, geräumiges Zimmer, super sauber und top Lage.",
Yun,Đài Loan,10.0,房間乾淨整潔,
Kseniia,Singapore,10.0,"Отель новый , очень чисто и аккуратно в номере . Невероятно доброжелательный  и отзывчивый персонал.",нет
Alisa-kristin,Đức,10.0,"alle waren super nett, Preis Leistung unglaublich gut",
Alexandra,Đức,10.0,sehr schönes modernes Hotelzimmer in zentraler Lage im Distrikt 1,
한대희,Hàn Quốc,10.0,어딜 가더라도 걸어서 10-15 분정도면 갈 수 있고 시내 버스타기도 편했어요! 직원분들도 너무 친절하시고 너무 깔끔했어요,없었어요!
Noriyasu,Nhật Bản,5.0,立地,"防音が決定的に悪い。
隣室に子ども連れが宿泊しており騒音が深夜までひどかった"
Valentine,Pháp,6.0,"_ emplacement idéal : proche des centres d’intérêts principaux. 
_ Aucun bruit dans la chambre alors que la ville est très bruyante ! 
_ Chambre plutôt spacieuse et bien équipée. La salle de bain est moderne. Le ménage est fait quotidiennement. 
_ le personnel a été extrêmement serviable, toujours prêts à vous aider","_ Mauvais rapport qualité / prix, mais je pense que c’est le cas pour tous les hôtels de la ville 
_ La propreté n’était pas au rdv. les toilettes n’étaient pas propres, c’est toujours désagréable de trouver des traces... 
Et, je pense que le sol est nettoyé avec une serpillère de mauvaise qualité, beaucoup de cheveux et de poils dans la chambre. Le sol est lavé mais les saletés restent au sol.   À ce prix là, je pense que vous pouvez fournir des aspirateurs à votre équipe de nettoyage."
Silvia,Thụy Sỹ,10.0,"Tout, mais surtout là propreté des chambres",RAS
Maura,Ý,1.0,"Solo la posizione. Lo staff è sempre molto sorridente, ma è davvero l'unica cosa che è in grado di fare, e non è proprio la più importante nella gestione di un hotel.","Premetto che dopo un mese di viaggio in Vietnam, questo è il peggior hotel da me sperimentato non solo in Vietnam, ma anche nella mia esperienza pluridecennale di viaggi. La stanza molto sporca, piena di capelli neri sul pavimento e sul letto, nessuno ha soddisfatto la mia richiesta di pulire. Molto sporco anche il corridoio. Una sera abbiamo avuto solo un filo di acqua bollente dal rubinetto (anche se posizionato su acqua fredda) e niente acqua in doccia. Al check out ci hanno fatto aprire la valigia nella hall sostenendo che dalla stanza mancava un appendiabiti e una decorazione floreale, che ovviamente non hanno trovato nella valigia. Alla mia richiesta di parlare con il direttore, mi è stato risposto che non era possibile. Saremmo dovuto tornare per altre due notti dopo un'escursione fuori città, siamo fuggiti nell'hotel di fronte, che presenta le stesse caratteristiche ma è decisamente più pulito e costa esattamente la metà."
Michael,Áo,10.0,"Sehr saubere und gepflegte Zimmer.
Sehr freundliches Personal.
Für diesen Preis einfach Hammer.
Wir haben bei der 1. Ankunft in einem anderen Hotel für ca. den selben Preis übernachtet in dem 1. Hotel war Schimmel im Bad, nicht ordentlich geputzt etc.
Also kann ich nur Empfehlen hier zu übernachten!
Die Lage ist auch Top. Ca. 6 Gehminuten vom Ben Thanh Markt entfernt.
Japantown ist ca. 15 Gehminuten entfernt.",
Marisol,Chile,10.0,"era muy cómodo, limpio y personal amable",todo bien
Zoltán,Hungary,10.0,"Nagyon jó helyen, közel a Bu Vien- hez, de a zajtól mégis távol. Minden új és szép.","A párnák nekem túl kemények voltak, de ez egyedi."
Silvia,Bồ Đào Nha,10.0,"Muito central mas longe do barulho, muito bom",Não ter pequeno almoço
Marina,Nga,10.0,"Белоснежное белье и полотенца, очень удобная кровать,  функциональный стильный городской отель! Спасибо за наше пребывание!",Нет такого
Sangmin,Hàn Quốc,10.0,위치도 최상이고 리모델링 한거라 깨끗하게 지냈어요,조식이나 부대시설이 없는 점과 가성비가 떨어져가는 점이 아쉬워요
Ochir,Nga,10.0,"очень чистые новые номера, запах хороший в номере, просторная душевая, все в стиле минимализм, мы попросили окна на внутренний двор и было очень тихо, утром бесплатно угощают кофе, персонал приветливый))",
Charles,Canada,4.0,l’emplacement,"trop cher, pas de déjeuner inclus! Ils nous ont charger de l’argent parce que une débarbouillette était trop sale. Beaucoup de bruit chambre directement sur la rue"
Gosset,Pháp,10.0,"La propreté, l emplacement district 1, le confort, lit sèche cheveux...",Dommage qu il n'y ait pas la possibilité du petit dejeuner. Tout etait parfais.
Atiq,Đức,10.0,Räumlichkeit und Sauberkeit,
Michaela,Đức,10.0,"super Service, modernes Hotel 
im authentischen Viertel unweit der Ausgemeile",
Eunyoung,Hàn Quốc,10.0,"시설면에서 5성급만큼 깨끗하고 훌륭했습니다
조식은 안하지만 1층 바에서 커피를 무료로 제공해서 좋았어요 직원들도 친절합니다",
Alicia,Thụy Sỹ,6.0,"schlichte Einrichtungen, freundliches Personal","das eine Zimmer hatte kein Fenster und andauernd haben wir die Klingel vom Aufzug gehört. Dann konnten wir in den obersten Stock umziehen, jedoch hatte es da einen sehr seltsamen Geruch, der auch durchs Lüften nicht wegging."
Anastasia,Nga,10.0,"Фотографии на сайте соответствуют действительности! Новый отель, чистый номер, очень любезный персонал! Также отличное расположение к центру города
Кровать  мягкая как облако",
Svetlana,Việt Nam,10.0,"Все отлично, новый отель ,всего работает месяц. ВСЕ чисто ,комфортно.В очень удобном месте ,10 мин пешком и вы уже в самом центре ,где расположены все торговые центры и оперный театр .До рынка Бен хань ,вообще 5 мин ходьбы пешком..",Такого нет
Svetlana,Việt Nam,10.0,"Отличный новый отель. Все пока новое ,чистое ,без разных запахов .Администраторы ,очень приятные ребята.",Такого нет
Nam,Việt Nam,8.0,"Giá phòng hợp lý, nhân viên thân thiện, vị trí tiện gần sân bay",wifi hơi yếu
Anh,Nhật Bản,8.0,,ko có bàn chải đánh răng
Như,Việt Nam,8.0,"Phòng sạch sẽ và tiện nghi, phù hợp với nhu cầu khách lưu trú. Lễ tân thân thiện và giúp đỡ tốt. Mọi thứ đều rất ổn và tuyệt vời. Tôi sẽ giới thiệu bạn bè và người thân địa điểm này.",Không có
Trong,Việt Nam,9.0,Bảo vệ chưa nhiệt tình lắm - nhân viên phục vụ thì rất tốt!,Bảo vệ không nhiệt tình
Binh,Việt Nam,9.0,Phòng sạch sẽ,
Comm,Việt Nam,10.0,"Phòng rất sạch sẽ, yên tĩnh & thoải mái",
Pham,Việt Nam,1.0,,"Ko có chỗ để xe oto, thu phí của khách, phòng xấu, giá cao, ko có bất kỳ dịch vụ nào tương xứng…
Đây như 1 nhà nghỉ bình dân, so với giá tiền của ks 4* trong khu vực này"
Hong,Việt Nam,10.0,"Phòng rộng, đầy đủ đồ dùng, sạch sẽ",
Khai,Việt Nam,4.0,,"Thái độ phục vụ của nhân viên cực kém, đặc biệt phục vụ Bar. Không tôn trọng khách. Không nên quay lại"
Tuấn,Việt Nam,10.0,"Phòng rất sạch nha, nhân viên thì vui tính dễ chịu. Đã vậy còn có view sân thượng cực chill nữa.",
Đăng,Việt Nam,10.0,"Không có gì phải chê, mọi thứ rất ok trên cả tuyệt vời, lần sau mình sẽ tiếp tục book phòng tại khách sạn này🤩",
Phuc,Việt Nam,10.0,"Khách sạn sạch sẽ, nhân viên vui vẻ và nhiệt tình. Ba mẹ mình có chuyến bay trễ vẫn được hỗ trợ ở thêm giờ để đợi chuyến bay. Tiện đi lại các điểm du lịch trong thành phố",Không có
Molly,Vương Quốc Anh,9.0,"The interior was modern, the room and bathroom were super clean. We had a late check in so it was great to have the key left with security and it was clearly communicated to me",Nothing to note
Alina,Nga,9.0,"The room smelled nice and was clean and cozy, the bed was comfy, with fresh linen 🤍
The bathroom is aesthetically pleasing, smart TV with netflix and you can set ambient lighting in the room. Nothing disturbed my sleep either

The reception area and the halls looked beautiful as well, and there are coffee places/ eateries nearby the hotel","The room is quite small (Deluxe Queen room) but I stayed there for just one night before my next flight so I didn’t really care about the room size that much

Even though nothing disturbed my sleep, I still think that noise isolation could be improved - I could hear my floor mates coming in and out of their room, brushing their teeth with an electric brush, etc. 

A couple of tea bags/ coffee sachets would be nice to have in the room, too"
Lisa,Úc,9.0,"Location
Aesthetics
Cafe was lovely
Good air conditioning
Amazing shower!
Great value for money","Above our expectations 
Advertised on booking to have airport transfer, but no longer offer this service"
Kate,Vương Quốc Anh,8.0,My room was really clean and modern.  The bathroom was nice and there was good hot water for the shower.  The bed was comfortable. I was next to the lift so I was a bit worried about noise but it was fine. The hotel is well located for the airport. There was a 7 11 nearby. The hotel offered a free drink from their cafe,My room didn't have a window but that was fine for a short stay.  There weren't loads of restaurants nearby but I arrived later in the evening so didn't have a lot of time to explore.
Arash,Thụy Sỹ,8.0,Surprisingly modern showers,
Yijing,Đài Loan,9.0,,The voice of air conditioner is too noisy.
Phu,Mỹ,9.0,Design and clean.,Size
Abril,Argentina,7.0,The bed was confortable,No breakfast
Jiaxin,Úc,8.0,Cleanliness. And smell.,Noise
Norelmy,Malaysia,8.0,"The location was great, with Circle K, nail salons, and a massage place nearby—exactly what I was looking for. The room was cozy, comfortable, and very affordable. I went on a solo trip for my beauty procedure at Gangwhoo Hospital , and this hotel was the perfect place to rest. I would definitely recommend it to anyone looking for a comfortable and convenient stay..",All was great!
Chloe,Úc,7.0,"Close to the airport, easy after hours check in process, clean, area felt safe, room was clean, outside rooftop area and cafe",Bed was hard & no window in the room
David,Tây Ban Nha,8.0,"Location.
The FO was very kind & helpfull; same as the securitystaff","Too noisy, rooms have no soundproof.
Bedroom floor was not clean properly"
Kendall,Mỹ,9.0,Clean room and bed.,Nothing
Trung,Úc,8.0,Close to the airport and the room is clean,The room size is a bit small
Leetsui,Hồng Kông,7.0,Location close to the airport. Nice enough reception smart tv with apps,Beds are too firm and pillows too fat and bouncy to be comfortable. Shower flooded
Hoang,Việt Nam,9.0,"Nice room, near airport",
Harry,Vương Quốc Anh,10.0,"The whole room was very clean and comfortable. The shower in particular was great. After travelling for a while it was nice to have a hot and powerful shower to clean up in. We were also given a voucher for 2 coffees in the morning, which was great to start the day with.",
Pham,Mỹ,10.0,"Clean, organized.",A bit cramp.
Krystal,Úc,10.0,"Clean and very aesthetically pleasing, in great location",
Christopher,Mỹ,10.0,"This hotel was so clean and comfortable, with super close access to the airport. The staff were welcoming and friendly. I highly recommend it!",
Tritam,Phần Lan,10.0,"It was very modern, clean and it has everything",
Victoria,Nga,5.0,Very good shower. The hotel will do for a one night sleep not more.,"Not a nice area for tourists. Service could be better. The ladies at the reception were not too helpful, offered us to use Google for our enquiry. No window in the room without any information on that. No sound proof - you can hear any tiny sound from the corridor and rooms around."
Michael,Canada,2.0,room was never cleaned. hair everywhere. so sick,cleaning
Nerjie,Philippines,10.0,"The place is beautiful, It was a 3 minute walk to the location of our convention, there are a lot of food and coffee shops nearby 😄
It even has free laundry",
Chayser,Philippines,10.0,Very accommodating staff and always has the initiative to ask if we need help 🥰,
Russell,Úc,4.0,Nothing,Mostly everything
Anamaria,Úc,6.0,Staff was nice and attentive,"Location, far from everything despite saying was located in the heart of the city, you can’t walk around as there’s nothing close, besides surroundings are not very nice."
Charlie,Vương Quốc Anh,5.0,The room was very nice and better than the photos online,"The staff are not very welcoming, not even a smile as you walk past them in the lobby. They didn’t say hello except for check in or check out. The key card states there is a gym and sauna however this is not the case"
Quang,Việt Nam,10.0,"We leave early in the morning, before they open",
Elisabetta,Ý,10.0,"Me and my husband got a long stop over on our way to Indonesia, so we decide to wonder in Ho Chi Min staying close to the airport. The position was perfect, just 10 min from the airport and about 25 min from city centre by bus. Staff was kind, room perfectly clean and they got a very nice roof top.",
Simon,Vương Quốc Anh,6.0,,Quite expensive compared to other hotels of similar quality. Bed uncomfortable.
Hooi,Malaysia,1.0,Super noisy and renovation goin on,
Nur,Malaysia,10.0,The location made it easy to visit landmarks like Ben Thanh Market and very close to Tan Dinh Market. The staff did their best to accommodate our needs. Highly recommend!!,
Aiden,Úc,10.0,"Perfect for people on vacation, the hotel has excellent facilities and a balcony with a beautiful view. The location is ideal, near the city center, providing easy access to various attractions and shopping areas",
Joyce,Hà Lan,8.0,"De buitenkant van het hotel en de receptie zijn mooi en de badkamer is ook heel netjes.
De kamer is best groot.
Er staat een wasmachine en droger in het hotel waar je gratis gebruik van kunt maken. (Er is ook waspoeder, maar ik raad aan om zelf wat mee te nemen i.v.m een lekkerdere geur)
Een grote supermarkt ligt op ongeveer vijf minuten lopen.","De kamers zijn absoluut niet geluidsdicht. Je hoort echt alles.
De hotel gangen zijn sterk verouderd.
Bij de receptie is een bar met tafeltjes. Ze mogen dat wel wat beter bijhouden met opruimen. Het afval op de tafels lag er vaak uren later nog. Of zet er op z'n minst een prullenbak neer, zodat klanten hun afval kunnen weggooien."
Annika,Đức,7.0,- sauberes Bad,"- hellhörige Zimmer
- Zimmer hat nach kaltem Rauch gerochen"
Charles,Pháp,8.0,"Pas de nuisance sonore,  proximité aeroport,",Pas de petit déjeuner possible
Ronald,Đức,9.0,Nettes Personal saubere und jeden Tag gereinigte Zimmer. Eine gemütliche und schöne Dachterrasse gibt es auch wo man den Abend ausklingen lassen kann. Super Preis-Leistungs-Verhältnis. Gerne wieder,Gab nichts zu beanstanden.
Diana,Nga,8.0,"Хороший и чистый номер. Сам отель тоже новый. Хорошая сантехника внутри, удобные кровати.",Нет окон.
Corentin,Bỉ,8.0,Super pression d'eau pour la douche :),Quartier moyen
Oleksandr,Ukraine,8.0,"Забронировал отель заранее из-за близости к аэропорту переночевать после прилета ночью. Персонал очень отзывчивый, у нас поменялся день прилета и нашу бронь перенесли  без каких-либо вопросов, это +++
Ресепшн работает до 11, но ночью нас встретил охранник и выдал ключи от номеров.
Подушки мягкие, вода горячая, кондёр работал, номер был довольно чистый.","Бронировал номер с окном, тк наслышан, что часто можно забронировать номер с окном, а оно будет в коридор выходить или будет в итоге вообще номер без окна, хотя бронируешь с окном. Тут заранее уточнял, чтоб точно был номер с окном, чтоб оно точно выходило на улицу. Мне так и подтверждали. В итоге так и было. Но я не учёл, что надо ещё было уточнять, что окно должно ещё и открываться, а оно к сожалению не открывалось, проветрить поэтому нельзя( Но для «переночевать на одну ночь» всё было отлично."
Ladislav,Cộng hoà Séc,8.0,"Měli jsme jako první hotel z letiště, tím že nebyl daleko, na jednu noc si myslím že v pohodě stačí.",Dost velký ruch. Osprchujete se a máte mokrou podlahu na delší čas.
Hélène,Pháp,8.0,"Tout juste si j'y ai passé une nuit,  à cause de mes rendez-vous...",
Maciej,Ba Lan,9.0,"Jeśli szukasz hotelu blisko lotniska to znalazłeś! 10 minut taksówką do lotniska. W pobliżu mnóstwo dobrych restauracji, profesjonalny masaż. Wygodne i duże pokoje. Mimo braku okna w pokoju świetna wentylacja. Świetny stosunek jakości do ceny. Jeszcze lepszy rooftop :)",
Cecile,New Caledonia,7.0,L’établissement est bien placé par rapport à l’aéroport. Le personnel est très gentil et la chambre est très confortable et semble toute neuve.,Le bruit : ma chambre était au premier à côté de l’ascenseur et toute la nuit les gens sont arrivés ou partis en passant par le parking sans ascenseur et donc en faisant descendre les marches aux valises avec un bruit qui résonnait dans la chambre. Bref je n’ai pu dormir que moins de deux heures.
Dan,Hà Lan,8.0,Was een prima hotel dichtbij hotel.,Ligt niet i het centrum. Verwacht niet te veel.
Aleksei,Nga,7.0,"Чистый отель, недалеко от аэропорта и самое главное почти не слышно трафик с дороги","Поднимаешься к дверям с чемоданами в руках, никто двери не открыл. Вечером вход через парковку, основной вход и ресепшен не работает. До центра города далеко и рядом нет нормальных мест, чтобы покушать."
Marie,Pháp,8.0,Possibilité d’arriver tard dans la nuit sans avoir à faire 30 minutes de route depuis l’aéroport,
Mairesse,Bỉ,7.0,,Pas de papier toilette
Florence,Pháp,10.0,"Personnel adorable, chambre au calme bien équipée et très propre, mise à disposition de la machine et du sèche linge gratuitement, très pratique ! Jolie vue du rooftop",
Morgane,Pháp,10.0,"Très bon accueil 
Un cocktail de bienvenue 
Proche de l’aéroport à 10mn très pratique .",
Olga,Nga,6.0,,Номер без окон
Minghuei,Đài Loan,10.0,性價比超高，乾淨 ，舒適，只是沒早餐,
Ekaterina,Nga,10.0,"Дизайн отеля, сам номер, персонал. Отлично, что рядом с аэропортом 
Мне было уютно и красиво!
Прекрасная девушка на ресепшен и чудесный охранник, спасибо им)",Сам район вокруг не понравился. Но зато рядом с аэропортом
Марина,Nga,10.0,"Бронировали на пару ночей перел вылетом, хорошее соотношение цена/качество","При пользовании душем, вода везде в ванной, но есть слив. Хорошо бы поменять мебель и телевизор на более современные . 
При заселении дают ваучер на приветственные напитки внизу в кафе отеля ."
Vanessa,Đức,10.0,"Sehr moderne und saubere Zimmer. 
Nahe am Flughafen gelegen in ruihiger Straße. 
Badezimmer und Dusche sehr modern.",Beim Duschen steht das komplette Badezimmer unterwasser.
Intan,Indonesia,10.0,"Stafnya sangat responsive dan sangat ramah, dan kualitas dan penyajian makanannya baik",
Rizky,Indonesia,10.0,"Hotel ini memiliki fasilitas yang sangat baik, seperti Wifinya yang sangat cepat dan keseluruhan fasilitas bersih dan terawat. Nyaman untuk beristirahat",
Niran,Thái Lan,10.0,พนักงานมีความเป็นมิตรมากและทักทายฉันด้วยรอยยิ้มเสมอ พวกเขาพยายามทำให้ฉันรู้สึกสบายใจ,
Nguyễn,Việt Nam,8.0,Tiện đi lại,
Tiep,Việt Nam,8.0,Thoải mái,
Tan,Úc,9.0,"Địa Điểm rất thuận tiện ,gần công viên tao đàn, thích",
Tai,Việt Nam,8.0,Gần trung tâm.,không
Thi,Úc,5.0,Được,
Nga,Việt Nam,6.0,"Nhân viên thân thiện.  Ksan nhỏ nhưng sạch, tuy nhiên đồ và phòng hơi cũ",
Trí,Việt Nam,10.0,"Nhân viên nhiệt tình. Phòng quá tốt... nơi ở gần chỗ ăn, siêu thị mini, quán cafe.... quá ổn",
Alan,Vương Quốc Anh,8.0,"Clean, quiet room. Good location. The friendly and helpful doorman.",
David,Úc,9.0,Nice clean room .friendly staff,
Stephen,Vương Quốc Anh,9.0,"Nice staff, good location only 10min walk from Bui Vien Street and Ben Thanh market. Safe area. The 152 bus from Tan Son Nhat airport stops nearby.",No room safe
Keo,Malaysia,8.0,Clean and the staff is very friendly and helpful,Nothing
Jamie,Myanmar,8.0,"It was so good to stay there at this price. Staffs are very friendly. My room was so small but it was ok to stay, comfortable and very clean.",extra charges like laundry fees. It should be free to use.
Tuyen,Việt Nam,9.0,The location was convenient.,
Mick,Úc,7.0,The staff were extremely helpful and went over an above to help which is very important to me. The location is great as it is off the main road and you can step out to the different shops without hassle.,"Whilst the room was nice and large, the free Wi-Fi never worked, lost hot water twice in six days and no tea and coffee provided. The shower was in the bath tub which was dangerously high to step into and step out. Given they have a lot of elderly guests, it's not a good idea. The air-conditioner worked well but all the louvers both up and down and left and right were missing so one can not control the direction of the air. Whilst the restaurant was not operational, a minimum of tea, coffee and cereals with milk should be on offer for a payment."
Kenny,Mỹ,9.0,Staffs were great and friendly,Location
Jing,Úc,9.0,the location is very good. near to anything.,
Sovanthavry,Campuchia,7.0,The staff were friendly and helpful.,"It's a bit pricey, spending $40 for a night."
Murray,New Zealand,8.0,This isn't the Ritz or the Hilton but it was exactly what I wanted.,Given this isn't a flashy hotel everything was actually up to standard.
Sivert,Na Uy,9.0,Nice stay at relatively cheap hotel! Would recommend!,
Anastasia,Vương Quốc Anh,8.0,good location clean friendly and helpful staff,a little bit dated so room was quite dark
Matthew,Vương Quốc Anh,7.0,I was only there one night but it was fine.,
Mie,Việt Nam,8.0,"Very good location, close to shopping area. It was nice to have the bathtub.","Sound proof is not good, you could hear noise from next-door room. No noise from the street though."
Darryl,Canada,8.0,Very friendly staff.,
Ninh,Úc,9.0,"Booked a room with two bed for 3 people for 1 night and got what we expected.

Room was clean and all was good.

Don't leave your valuables in the open. If you are worried, talk to the front desk so they can lock it up for you.",Hotel is close to main street and in a tourist area so it can get a bit noisy at night but shouldn't be a problem. Just bring some ear blockers to sleep.
Khanh,Úc,8.0,Nice and clean,
Teck,Singapore,8.0,clean and spacious for the price point,I wish there was at least one bottle of complimentary water
Prashant,Ấn Độ,9.0,Booked here because another other hotel nearby turned out to be a fraud. The host was polite and welcoming. The bathtub was a delightful surprise.,
Felipe,New Zealand,10.0,Was a nice place to stay in HCMC. Walking distance to everything. Clean rooms. friendly and helpful staff. I recommend this hotel!,nothing
Brook,New Zealand,6.0,Good location.,Street view but windows too dirty to see out of.  Beds and pillow uncomfortable
Stephen,Vương Quốc Anh,10.0,Very helpful and pleasant staff. Excellent work :) Thanks,-
Aj,Hà Lan,10.0,"If you would compare this hotel to a 4 or 5 star hotel in the same street you wouldn’t see the difference. The hospitality from the personnel of this hotel is fenomenal, the receptionist tries his best to speak with you. He asks how your day was, what you have done today, what you are going to do the next day, and helps you with taxis and small things for your flight or vacation. Even though it are small things it makes you feel welcome and this is what a great hotel is supposed to do. The noise cancelling is absolutely great, of course you sometimes hear an ambulance but that is normal, the best thing is that you hear no loud music from coffee places or clubs. When I first stepped in the room I was shocked at how luxurious the room was, for a 2 star hotel the room was so good. The airconditioning is perfect, and there is room cleaning everyday which you don’t get very often in the hotel in Vietnam. Overal a great hotel",
Tomás,Đức,6.0,"The rooms were Ok, a bit older and not in the best condition.","When I tried to pay for my stay, the receptionist tried to charge me x100 times the amount fixed."
Ned,Úc,10.0,"Amazing location, staff were so friendly. The security guard drove my friend to get a new SIM card when his stopped working without a moments notice. Always tried to help out find places to go and was great value for money",
Natcha,Thái Lan,10.0,Lovely and helpful receptionist,
Eiman,Mỹ,10.0,it was really clean,Poor Wifi
Marius,Đức,5.0,Quite central and affordable. Staff was nice and helpful. Its okay for a few days but dont expect a nice stay.,"Quite dark room, especially in the bathroom. The water pressure is an absolute joke, its almost impossible to shower properly. The AC is either too cold or too warm."
Jean-francois,Canada,8.0,"Le personnel très gentil, belle accueil.",
Danielle,Canada,7.0,"Personnel très gentil et agréable 
Accommodant 
Proximité de tout dans une rue plus tranquille 
Pick up à l’hôtel pour les excursions","Lit un peu dur
Pas de balcon"
Frédéric,Monaco,8.0,Un petit hôtel bien situé qui fait le job.,Un peu trop onéreux pour son standing.
Gwendal,Pháp,8.0,"L’emplacement globalement calme, bonne offre de restauration. Bonne literie. Propre",RAS
Edita,Hy Lạp,8.0,"-pomer ceny a hodnoty byl fajn
-velmi mili na recepci","-na recepci neumel nikdo anglicky takze jsme komunikovali pomoci prekladace coz je sice fajn ale komunikaci to stezuje
-na plaz je to asi 10-15 min a plaz nejblize hotelu byla trochu spinava"
Shengfeng,Đài Loan,7.0,沒有附早餐   附近很多商家就是了!!   房間還算乾淨，很多歐美人士long stay的感覺  因為跟家人一起去  燈光稍嫌昏暗，已老舊城鎮的旅宿來說  還算乾淨了  適合單身的人住,
Poltavskaya,Kazakhstan,7.0,"это размещение очень удобно с точки зрения расположения, рядом парк, много всего туристического, для короткого пребывания хорошо",
Tom,Thụy Điển,7.0,"Jag begärde och fick ett rum som vette mot gården på 10 våningen. Det gjorde att jag knappt hörde trafiken nere på gatan. Bra skön säng! Hotellet har bra och snabb service. Jag klagade på segt internet och då bytte de routern ute i korridoren. Blev stor skillnad, tack för det! Så plus för personalen. Läget är bra. Hotellet ligger i Distrikt 1 och mycket nära en stadspark. Fanns faktiskt träd längs trottoaren. Lite ovanligt. Gångavstånd till bland annat Saigon Centre som är en lagom stor galleria/mall. Om man nu pallar att med att korsa gatorna i den intensiva trafiken och dessutom är det som bekant hettan.","Trafiken på gatan är intensiv, även om hotellet låg på en sidogata. Kanske onödigt att ständigt klaga på trafiken i dessa städer (Hanoi och Saigon) men den är, i alla fall för mig, stundtals outhärdlig. Men ännu värre i Hanoi. Trafiken påverkar starkt mitt val av boende."
Janine,Đức,9.0,"Super Lage 
Sehr nettes Personal (besonders der security Mann) 
Außergewöhnlich sauber 
Alles was man braucht ist vorhanden",Das wlan war nicht besonders gut
Anastasia,Nga,8.0,"Расположение супер! В самом центре, до всего можно дойти пешком или на такси не за 100тыщ мильонов). Чудесные администраторы, готовые сделать всё возможное для вашего комфорта. Убирают хорошо. Ремонт и мебель не новые, но в целом, всё есть. Цена вменяемая.",Не сразу разобрались с горячей водой.
Ing,Pháp,9.0,RAS,L’augmentation de 30% la première nuitée parce que je suis arrivé tôt dans la matinée
Morgane,Pháp,7.0,L'emplacement,Pas de fenêtre dans la chambre .
